,address,address_point,school_address,school_point,distance,Study_at_home,Drive_a_car_truck_or_van,Passenger_in_a_car_truck_or_van,Train,Bicycle,Walk_or_jog,School_bus,Public_bus,Ferry,Other,Total
17643,Mount Maunganui North,"(-37.6300036596828, 176.173158700962)",Tauranga Central,"(-37.6794741136827, 176.167042641887)",5.517183738369248,0,21,0,0,0,0,0,0,0,0,21
17644,Glenfield South West,"(-36.7894169954289, 174.712900556284)",Glenfield West,"(-36.7826832148392, 174.717897923225)",0.8702824615526245,0,0,30,0,0,30,0,0,0,0,66
17645,Sandringham West,"(-36.8924927257158, 174.730787691333)",Mount Roskill Central North,"(-36.9088040024631, 174.7430110834)",2.112709985821261,0,0,0,0,0,0,0,0,0,0,9
17646,Fordlands,"(-38.1433503400627, 176.223151214745)",Rotorua Central,"(-38.1356852120588, 176.254240124317)",2.8551514156390936,0,0,0,0,0,0,0,0,0,0,6
17647,Glenview,"(-37.8191487656962, 175.290548359118)",Melville South,"(-37.8156949934531, 175.278507397462)",1.1273799229987398,0,0,27,0,9,45,0,0,0,0,84
17648,Mairtown,"(-35.7045142536357, 174.324304533576)",Kiripaka,"(-35.6467495808253, 174.402874232051)",9.57457897212118,0,0,0,0,0,0,0,0,0,0,6
17649,Muriwai,"(-36.8252510199894, 174.429226392311)",Takapuna West,"(-36.7891091781411, 174.761170075111)",29.891591063275413,0,0,0,0,0,0,6,0,0,0,6
17650,Lynfield South,"(-36.9301409596833, 174.720130071221)",Mount Eden North East,"(-36.8691309660664, 174.765550255521)",7.888576088023671,0,0,0,0,0,0,6,0,0,0,12
17651,Farm Cove,"(-36.8954659929232, 174.883806652926)",Half Moon Bay South East,"(-36.8946658671465, 174.902524869921)",1.6707877386601566,0,6,18,0,0,84,0,0,0,0,117
17652,Glenview,"(-37.8191487656962, 175.290548359118)",Te Rapa South,"(-37.7614132219261, 175.241146140139)",7.745984374363791,0,0,0,0,0,0,0,0,0,0,9
17653,Cheltenham,"(-36.8253976611976, 174.806598520973)",Albany West,"(-36.7414673963809, 174.68787988426)",14.108606888417686,0,0,0,0,0,0,27,0,0,0,30
17654,Pukekawa,"(-37.3559111488163, 175.005268660541)",Pukekohe Central,"(-37.2089195452597, 174.913325496317)",18.237711515414556,0,0,9,0,0,0,0,0,0,0,12
17655,Hillcrest East (Auckland),"(-36.794354261089, 174.736204356508)",Northcote South (Auckland),"(-36.8064930424159, 174.738539702171)",1.3631151247593682,0,6,21,0,0,9,15,9,0,0,66
17656,Mount Cook East,"(-41.3025148094011, 174.777501443701)",Newtown North,"(-41.3090008085551, 174.783194411625)",0.863816950751683,0,0,0,0,0,27,0,0,0,0,30
17657,Temple View,"(-37.8226378528099, 175.219103452907)",Melville South,"(-37.8156949934531, 175.278507397462)",5.28684405208733,0,0,6,0,0,0,27,0,0,0,33
17658,Ranui North,"(-36.860058740101, 174.60220591921)",Henderson Lincoln South,"(-36.8672246782972, 174.623675053551)",2.073011233758636,0,0,84,9,0,24,0,0,0,0,129
17659,Waitakere Ranges North,"(-36.8987688808934, 174.500010003921)",Oratia,"(-36.9448795263615, 174.61183121387)",11.200818483755153,0,0,0,0,0,0,0,0,0,0,6
17660,Otahuhu Central,"(-36.9417555625677, 174.836045982904)",Mangere East,"(-36.9693007398184, 174.839171895207)",3.0695275279257417,0,0,0,0,0,0,0,0,0,0,6
17661,Taita South,"(-41.1849233794534, 174.959185340061)",Wellington University,"(-41.2890840052212, 174.767625296495)",19.791669925288367,0,0,0,0,0,0,0,0,0,0,18
17662,Waipukurau East,"(-40.0023154562824, 176.560270649189)",Waipawa,"(-39.9397590433312, 176.591343100667)",7.435852060287205,0,0,9,0,0,0,0,0,0,0,9
17663,Takaro North,"(-40.3498858318691, 175.598691271157)",Palmerston North Hospital,"(-40.3417435575737, 175.614822167142)",1.6418690420497855,0,0,6,0,0,0,0,0,0,0,9
17664,Mount Eden North,"(-36.8748347996731, 174.760979490823)",Otahuhu South West,"(-36.9521671940793, 174.840055031961)",11.104329893182271,0,0,0,0,0,0,0,0,0,0,6
17665,Lower Aramoho,"(-39.9045192453264, 175.053095982652)",Whanganui East-Riverlands,"(-39.9218118113956, 175.061279745648)",2.0435730629273063,0,0,0,0,0,0,0,0,0,0,6
17666,Gore West,"(-46.1062640142236, 168.923561763943)",Gore North,"(-46.0916146256106, 168.938687980519)",2.0048687524778064,0,0,24,0,0,0,0,0,0,0,27
17667,Aurora,"(-46.4299233930137, 168.382233978822)",Strathern,"(-46.4279249211006, 168.368393845682)",1.0867361478216675,0,0,15,0,0,6,0,0,0,0,24
17668,Bucklands Crossing,"(-45.6249391230318, 170.532498915915)",Gardens (Dunedin City),"(-45.8587784870175, 170.519168536828)",26.0110699295212,0,0,18,0,0,0,0,0,0,0,24
17669,Paeroa,"(-37.3753525652566, 175.673936882156)",Matatoki-Puriri,"(-37.2372644607474, 175.660873960858)",15.369178792747581,0,0,0,0,0,0,12,0,0,0,12
17670,Longlands-Pukahu,"(-39.6713004091725, 176.824993554089)",Parkvale,"(-39.6494593428803, 176.860975542175)",3.926200932648937,0,0,21,0,0,0,0,0,0,0,21
17671,Sherwin Park,"(-38.0176395152275, 175.336007838151)",Te Awamutu Stadium,"(-38.0160303028475, 175.315319276539)",1.8254714272145305,0,0,45,0,0,0,0,0,0,0,54
17672,Fairview Downs,"(-37.7612724817119, 175.303169168158)",Peachgrove,"(-37.7769204654909, 175.297325802106)",1.811503908840416,0,0,12,0,0,0,0,0,0,0,21
17673,Maitlands,"(-41.3087501885455, 173.243018654851)",Nelson Central-Trafalgar,"(-41.2727386266124, 173.282108777674)",5.168834550783679,0,21,0,0,0,0,0,0,0,0,30
17674,Maryhill,"(-45.8919454171567, 170.475685223805)",St Kilda North,"(-45.9035120378541, 170.513291757853)",3.1891064239752525,0,0,9,0,0,0,0,0,0,0,9
17675,Riccarton East,"(-43.5324522713782, 172.610702659313)",Christchurch Central-South,"(-43.5381586119483, 172.642402889103)",2.6395840886654915,0,18,0,0,0,6,0,9,0,0,42
17676,Sunnyvale East,"(-36.8995563862634, 174.642533791552)",Epsom Central-North,"(-36.887790086805, 174.769926150765)",11.430006828321954,0,0,0,0,0,0,0,0,0,0,6
17677,Brookfield West,"(-37.6907707593673, 176.130516887133)",Bellevue,"(-37.6793833729736, 176.129239200748)",1.268906777171561,0,0,84,0,21,69,0,0,0,0,186
17678,Puhinui North,"(-36.9835446434806, 174.862356227364)",Mangere East,"(-36.9693007398184, 174.839171895207)",2.600029763846741,0,0,0,0,0,0,0,0,0,0,6
17679,Northcote (Christchurch City),"(-43.4898803518961, 172.618713969928)",Wharenui,"(-43.5350112895257, 172.580501850219)",5.889734966526121,0,0,6,0,0,0,0,0,0,0,9
17680,Hillcrest East (Auckland),"(-36.794354261089, 174.736204356508)",Queen Street South West,"(-36.8543330344158, 174.761347962624)",7.023940567454032,0,0,0,0,0,0,0,6,0,0,9
17681,Paremoremo West,"(-36.755072258248, 174.615843224262)",Albany West,"(-36.7414673963809, 174.68787988426)",6.607965257009272,0,0,9,0,0,0,12,0,0,0,27
17682,Waiatarua,"(-36.9223465892617, 174.594711272563)",Epsom Central-North,"(-36.887790086805, 174.769926150765)",16.079541351297816,0,0,0,0,0,0,0,0,0,0,6
17683,Lytton,"(-38.6381102811067, 177.999027192237)",Hexton,"(-38.6202161559743, 177.9681315237)",3.3441687926389343,0,0,12,0,0,0,0,0,0,0,12
17684,Dixon Street,"(-41.2910192062559, 174.774695307659)",Pipitea-Kaiwharawhara,"(-41.2762482199777, 174.787726393494)",1.9704869171901234,0,0,0,0,0,162,0,27,0,0,192
17685,Waihi South,"(-37.3973490019012, 175.837522378314)",Waihi Rural,"(-37.4366188608756, 175.784321908442)",6.416750950558665,0,0,12,0,0,0,0,0,0,0,15
17686,Balcairn,"(-43.1316168670129, 172.784057549391)",Ilam University,"(-43.5233612753623, 172.578264594893)",46.61325114846535,0,6,0,0,0,0,0,0,0,0,9
17687,Grenada Village,"(-41.2046706093094, 174.825399028852)",Petone East,"(-41.2248184053103, 174.890626545834)",5.910033990614869,0,0,0,0,0,0,0,0,0,0,6
17688,Cannons Creek North,"(-41.1396921634066, 174.862630005617)",Tawa Central,"(-41.1740233453447, 174.827172624824)",4.8367499940327825,0,0,36,0,0,0,0,0,0,0,45
17689,Royal Heights South,"(-36.8355483677193, 174.628323026244)",Whenuapai,"(-36.7916275829943, 174.621430680602)",4.912717514553144,0,0,15,0,0,0,0,0,0,0,18
17690,Browns Bay South West,"(-36.7217893188475, 174.729946485728)",Northcross,"(-36.7116574276641, 174.730768304957)",1.1267544023238696,0,0,108,0,0,87,0,0,0,0,201
17691,Oxford,"(-43.2987356987366, 172.183093945202)",West Eyreton,"(-43.3561292050395, 172.434717848494)",21.381283255336164,0,0,9,0,0,0,0,0,0,0,9
17692,West Eyreton,"(-43.3561292050395, 172.434717848494)",Strowan,"(-43.5076195439645, 172.608746537018)",21.95041886290203,0,0,9,0,0,0,0,0,0,0,15
17693,Witherlea West,"(-41.5400541965576, 173.94535630393)",Whitney West,"(-41.5219810790302, 173.942113597241)",2.025436942037313,0,0,15,0,0,0,0,0,0,0,15
17694,Okahukura Peninsula,"(-36.3161433664352, 174.478316387992)",Cape Rodney,"(-36.2543382254981, 174.626380465955)",14.965668101945505,0,0,0,0,0,0,0,0,0,0,6
17695,Mangakahia-Hukerenui,"(-35.6530195527594, 174.002316403156)",Tarewa,"(-35.7418304968564, 174.309037566487)",29.45735511063741,0,15,0,0,0,0,0,0,0,0,18
17696,Northcross,"(-36.7116574276641, 174.730768304957)",Rothesay Bay,"(-36.7235540973312, 174.747293915972)",1.9805735921446304,0,0,9,0,0,0,0,0,0,0,9
17697,Pohangina-Apiti,"(-40.0720170788621, 175.91250802552)",Ashhurst,"(-40.2911525104865, 175.758601652947)",27.63834762749819,0,0,15,0,0,0,18,0,0,0,30
17698,Green Bay North,"(-36.9262831689514, 174.685265419325)",Kaurilands,"(-36.9294762199598, 174.655836706439)",2.64580748378306,0,0,9,0,0,0,0,0,0,0,9
17699,Endeavour,"(-41.1145913572187, 174.904157788278)",Mount Cook East,"(-41.3025148094011, 174.777501443701)",23.41820708903651,0,6,0,0,0,0,0,0,0,0,12
17700,Blockhouse Bay South,"(-36.9253118883588, 174.698391595319)",Avondale South (Auckland),"(-36.9033661333227, 174.697457532415)",2.43687487809612,0,0,6,0,0,0,0,0,0,0,6
17701,Toi Toi,"(-41.2854065093963, 173.261700721646)",Nayland,"(-41.3043281702186, 173.236486163006)",2.979319752146669,0,0,6,0,0,0,0,0,0,0,18
17702,Bucklands Beach North,"(-36.8606862841556, 174.903790699829)",Sunnyhills West-Pakuranga North,"(-36.9085094979079, 174.872694024081)",5.987587177249316,0,0,0,0,0,0,0,0,0,0,9
17703,Rolleston North East,"(-43.5905954288163, 172.396025871635)",Christchurch Central,"(-43.5324336842168, 172.636016348593)",20.438338938847753,0,0,0,0,0,0,0,0,0,0,6
17704,Henderson Larnoch,"(-36.8592483682787, 174.617977756152)",Queen Street,"(-36.84774103961, 174.765249722554)",13.195966867609632,0,9,0,0,0,0,0,0,0,0,18
17705,Avondale North (Auckland),"(-36.8895457732516, 174.695627492597)",Saint Marys Bay,"(-36.8407181681135, 174.746668843946)",7.076437973574172,0,0,0,0,0,0,0,0,0,0,6
17706,Mairangi Bay North,"(-36.7385890436778, 174.746549326321)",Albany Central,"(-36.7282018578392, 174.704835178594)",3.9001986284775865,0,21,0,0,0,0,0,0,0,0,24
17707,Glenfield South West,"(-36.7894169954289, 174.712900556284)",Takapuna West,"(-36.7891091781411, 174.761170075111)",4.308514161768105,0,0,33,0,0,0,18,18,0,0,72
17708,Coatesville,"(-36.7227087564687, 174.643362922238)",Forrest Hill West,"(-36.7689583687832, 174.745135195968)",10.43799164019471,0,0,0,0,0,0,9,0,0,0,15
17709,Onekawa Central,"(-39.5059880311421, 176.888907692263)",Ahuriri,"(-39.4827253354458, 176.897593578013)",2.6886417638699216,0,0,9,0,0,0,0,0,0,0,9
17710,Avonhead East,"(-43.5155990210317, 172.558700785431)",Merivale,"(-43.5163520653427, 172.619113311845)",4.88539239516403,0,0,0,0,0,0,0,0,0,0,6
17711,Mokai Patea,"(-39.595668176138, 175.894429580909)",Marton North,"(-40.0629909674833, 175.370980774063)",68.55831482209796,0,0,0,0,0,0,0,0,0,0,9
17712,Avondale West (Auckland),"(-36.8946796442462, 174.684638603535)",New Lynn South,"(-36.9211020224967, 174.682837681585)",2.9366367356219927,0,0,0,0,0,0,0,0,0,0,6
17713,Christchurch Central-East,"(-43.5288127999746, 172.645528539488)",Avonside,"(-43.5234274317594, 172.670567200586)",2.1107500635247565,0,0,0,0,0,0,0,0,0,0,6
17714,Newmarket,"(-36.8685388930797, 174.777062989042)",Greenlane North,"(-36.8915767539754, 174.792957099586)",2.923049734840951,0,0,0,0,0,0,0,0,0,0,9
17715,Hillcrest North (Auckland),"(-36.7900378131523, 174.743792977879)",Northcote South (Auckland),"(-36.8064930424159, 174.738539702171)",1.885324687089554,0,0,18,0,0,0,6,0,0,0,30
17716,Green Island,"(-45.9070971220915, 170.437369250873)",Arthur Street,"(-45.8757494038983, 170.492727245981)",5.531805401582954,0,0,15,0,0,0,0,0,0,0,21
17717,Mangere East,"(-36.9693007398184, 174.839171895207)",Otara Central,"(-36.9559345561559, 174.876779937487)",3.6629747783378783,0,21,0,0,0,0,0,9,0,0,42
17718,Swanson Rural,"(-36.8810949965747, 174.57106823457)",Mount Albert Central,"(-36.8834503423131, 174.723396651018)",13.582396402387591,0,0,0,0,0,0,0,0,0,0,6
17719,Tihiotonga-Whakarewarewa,"(-38.1641201612757, 176.251730970539)",Pomare,"(-38.1544045215314, 176.221654604536)",2.8480322919280345,0,0,0,0,0,0,0,0,0,0,9
17720,Te Reti,"(-37.7036619627741, 176.13076274073)",Brookfield East,"(-37.687304559, 176.141434851929)",2.0449961314537743,0,0,0,0,0,0,0,0,0,0,9
17721,Waipu,"(-36.0333041236323, 174.45082084737)",Maungaturoto,"(-36.1095245801138, 174.346939161641)",12.613434399900193,0,0,0,0,0,0,12,0,0,0,15
17722,Westmere South-Western Springs,"(-36.86042307128, 174.722449451001)",Herne Bay,"(-36.8449047695707, 174.731644811462)",1.9074298009505495,0,0,15,0,0,0,0,0,0,0,18
17723,Hamilton East Cook,"(-37.7913507010202, 175.303430681)",Miropiko,"(-37.7646389243043, 175.271557263751)",4.083450340268313,0,0,0,0,0,0,0,0,0,0,9
17724,Judea,"(-37.695161325369, 176.143454460307)",Tauranga South,"(-37.708425903253, 176.156819614486)",1.8859171596797641,0,0,30,0,12,6,0,0,0,0,51
17725,Levels Valley,"(-44.2718929242656, 171.014462418624)",Marchwiel West,"(-44.3795681184378, 171.224624843099)",20.59563386945853,0,0,0,0,0,0,6,0,0,0,6
17726,Newfield,"(-46.4175534735069, 168.389072674675)",Awarua Plains,"(-46.4826918308426, 168.604098793157)",18.03812014777248,0,0,0,0,0,0,0,0,0,0,6
17727,Ruamahanga,"(-40.3492053771132, 175.641948581961)",Awapuni South ,"(-40.3778449296696, 175.593434719446)",5.205190133422999,0,0,0,0,0,0,0,0,0,0,9
17728,Postgate,"(-41.1133145378721, 174.882350036235)",Plimmerton,"(-41.0676849325714, 174.860395724908)",5.392713373242639,0,0,21,0,0,0,6,0,0,0,27
17729,Mairehau South,"(-43.5020858261152, 172.645391153424)",Merivale,"(-43.5163520653427, 172.619113311845)",2.650972322185996,0,0,9,0,0,0,0,0,0,0,15
17730,Papaioea North,"(-40.3472124412479, 175.618920728258)",Takaro North,"(-40.3498858318691, 175.598691271157)",1.7441051905391558,0,0,9,0,0,0,0,0,0,0,9
17731,Favona West,"(-36.9559283369304, 174.800111550859)",Otara Central,"(-36.9559345561559, 174.876779937487)",6.828317498934672,0,9,0,0,0,0,0,6,0,0,18
17732,Gladstone (Carterton District),"(-41.2180910153257, 175.864484505432)",Kuripuni,"(-40.9516757911176, 175.643263441071)",34.941621963806575,0,6,6,0,0,0,9,0,0,0,24
17733,Kahikatea,"(-37.8013359844349, 175.250540917993)",Dinsdale North,"(-37.7886502099274, 175.245755739086)",1.4697516833472875,0,0,36,0,0,0,0,0,0,0,42
17734,Nawton West,"(-37.7850239173891, 175.233573869941)",Swarbrick,"(-37.7940412899745, 175.252195151229)",1.9214659692648433,0,0,18,0,0,0,0,0,0,0,18
17735,Glamorgan,"(-36.701303295374, 174.740550600039)",Albany West,"(-36.7414673963809, 174.68787988426)",6.481219694463417,0,0,9,0,0,0,0,0,0,0,15
17736,Waipatukahu,"(-36.7790811440067, 174.420700666635)",Kumeu-Huapai,"(-36.769982926634, 174.542866658294)",10.952857407436367,0,0,15,0,0,0,0,0,0,0,15
17737,Totara Vale North,"(-36.7596582670218, 174.730094730806)",Auckland-University,"(-36.8514305677009, 174.769064686484)",10.761711024535265,0,12,0,0,0,0,0,69,0,0,81
17738,Grey Lynn East,"(-36.8618195908555, 174.752085513271)",Queen Street,"(-36.84774103961, 174.765249722554)",1.954289456399368,0,0,0,0,0,0,0,0,0,0,9
17739,Moananui,"(-38.2390527859751, 175.862969904343)",Hillcrest West (Hamilton City),"(-37.7954666347269, 175.313265806318)",68.95109155107276,0,0,0,0,0,0,0,0,0,0,9
17740,Homai West,"(-37.0188881299965, 174.877995945934)",Manurewa South,"(-37.0313883446445, 174.900408763982)",2.429377890705981,0,0,15,0,0,0,0,0,0,0,15
17741,Otara South,"(-36.9683343366519, 174.87640961222)",Clover Park North,"(-36.9795637594648, 174.89311668705)",1.9406406983279938,0,0,9,0,0,0,0,0,0,0,9
17742,Mount Pleasant,"(-43.5643371925601, 172.718902281513)",Burnside,"(-43.5030914745859, 172.575941300249)",13.410380170798406,0,0,12,0,0,0,0,0,0,0,21
17743,Kumeu Rural West,"(-36.7903906304552, 174.521338355803)",Auckland-University,"(-36.8514305677009, 174.769064686484)",23.116866278587114,0,12,0,9,0,0,0,0,0,0,27
17744,Glen Eden West,"(-36.913019943407, 174.628818215485)",Henderson Central,"(-36.8896858088027, 174.629284262072)",2.589857238812223,0,0,6,0,0,0,0,0,0,0,15
17745,Churton Park North,"(-41.1976725366756, 174.813655665753)",Turitea,"(-40.3905367818229, 175.608625286221)",111.96030414557505,0,0,0,0,0,0,0,0,0,0,9
17746,Whakarongo,"(-40.3107969581263, 175.691101338248)",Turitea,"(-40.3905367818229, 175.608625286221)",11.291404610256942,0,18,0,0,0,0,0,0,0,0,21
17747,Hillcrest East (Auckland),"(-36.794354261089, 174.736204356508)",Auckland-University,"(-36.8514305677009, 174.769064686484)",6.979585371339252,0,21,0,0,0,0,0,99,0,0,135
17748,Otumoetai North,"(-37.6694635142952, 176.149039930498)",Matua North,"(-37.66586707273, 176.123333774413)",2.3028454201016904,0,0,21,0,0,0,0,0,0,0,24
17749,Ngaruawahia North,"(-37.6620776225773, 175.1534734498)",Huntly West,"(-37.5360312286634, 175.138736738264)",14.050149979676924,0,6,0,0,0,0,9,0,0,0,21
17750,Browns Bay South West,"(-36.7217893188475, 174.729946485728)",Albany South,"(-36.7388233391195, 174.709492482697)",2.6289540656740686,0,0,15,0,0,0,0,0,0,0,15
17751,Wainuiomata West,"(-41.2510464158116, 174.932877085142)",Petone East,"(-41.2248184053103, 174.890626545834)",4.5858497371852485,0,18,12,0,0,0,0,6,0,0,36
17752,Travis Wetlands,"(-43.4856038782224, 172.688700139515)",Avondale (Christchurch City),"(-43.5077273074739, 172.69299143735)",2.482351171301587,0,0,15,0,21,0,0,0,0,0,45
17753,Sockburn North,"(-43.5324798994711, 172.55741654405)",Wharenui,"(-43.5350112895257, 172.580501850219)",1.8870982294005514,0,0,21,0,0,0,0,0,0,0,24
17754,Brookfield West,"(-37.6907707593673, 176.130516887133)",Tauranga Hospital,"(-37.7032085323278, 176.14700705574)",2.005178307436854,0,9,0,0,0,0,0,0,0,0,12
17755,Porirua East,"(-41.1431139386469, 174.855675845227)",Elsdon-Takapuwahia,"(-41.1320440825216, 174.809492962674)",4.0677382532283195,0,0,15,0,0,0,0,0,0,0,18
17756,West Harbour West,"(-36.8187270095768, 174.622540373028)",Albany West,"(-36.7414673963809, 174.68787988426)",10.369655649087665,0,0,0,0,0,0,6,0,0,0,15
17757,Ngaio South,"(-41.2531632050344, 174.776025837604)",Mount Cook East,"(-41.3025148094011, 174.777501443701)",5.48234783881668,0,6,0,0,0,0,0,6,0,0,15
17758,Khandallah North,"(-41.2428983422111, 174.797697514784)",Pipitea-Kaiwharawhara,"(-41.2762482199777, 174.787726393494)",3.7968949802241867,0,0,0,0,0,0,0,0,0,0,15
17759,Berhampore,"(-41.3232652973763, 174.773780292022)",Porirua Central,"(-41.145843588535, 174.825830468655)",20.181585872441367,0,0,0,0,0,0,0,0,0,0,9
17760,Onehunga West,"(-36.9196555259547, 174.77421645442)",Newmarket,"(-36.8685388930797, 174.777062989042)",5.678373418805469,0,0,0,0,0,0,0,0,0,0,6
17761,Three Kings West,"(-36.903077354829, 174.752328667746)",Mount St John,"(-36.8823681227808, 174.780359472871)",3.39479985010407,0,0,9,0,0,0,0,0,0,0,15
17762,Ruby Bay-Mapua,"(-41.2416252649411, 173.08049025903)",Templemore,"(-41.3415224833869, 173.204187357576)",15.18040951328586,0,0,18,0,0,0,39,0,0,0,66
17763,Clive,"(-39.5868101422592, 176.913037925308)",McLean Park,"(-39.5083023994899, 176.916094896875)",8.720356446210056,0,0,0,0,0,0,18,0,0,0,18
17764,Remuera Waiata,"(-36.8774431862121, 174.804378217955)",Auckland-University,"(-36.8514305677009, 174.769064686484)",4.271865847732377,0,27,9,6,0,0,0,48,0,0,102
17765,Rangaunu Harbour,"(-34.9162774394026, 173.137442823842)",Kaitaia West,"(-35.1217817028019, 173.267173968337)",25.690001121819932,0,6,45,0,0,0,78,0,0,0,132
17766,Forrest Hill East,"(-36.7643146350137, 174.752230704479)",Milford Central,"(-36.7717447403695, 174.768463580938)",1.6674296876350037,0,0,0,0,0,0,0,0,0,0,6
17767,Millwater South,"(-36.6123101212492, 174.670008485398)",Silverdale (Hamilton City),"(-37.7912898816012, 175.329123890204)",143.33133755332315,0,0,9,0,0,0,0,0,0,0,9
17768,Otahuhu South West,"(-36.9521671940793, 174.840055031961)",Otahuhu North,"(-36.9382852141507, 174.847220107795)",1.6675468833762448,0,0,12,0,0,6,0,0,0,0,21
17769,Paekakariki,"(-40.9718683159747, 174.968951362373)",Tirohanga,"(-41.1982545060995, 174.905849662843)",25.69447074060457,0,0,0,0,0,0,15,0,0,0,15
17770,Roslyn (Palmerston North City),"(-40.3354739777388, 175.628959293629)",Terrace End,"(-40.3416805624261, 175.633626037804)",0.7951217434769258,0,0,9,0,0,0,0,0,0,0,9
17771,Levin Central,"(-40.6233097013144, 175.284847504798)",Kawiu North,"(-40.6137142705381, 175.300500267217)",1.6999135172305955,0,0,0,0,0,0,0,0,0,0,9
17772,Hobsonville,"(-36.8098662568052, 174.628128484111)",Hobsonville Point,"(-36.7969162532373, 174.661722026198)",3.324558704981212,0,0,36,0,0,21,0,0,0,0,63
