,address,address_point,school_address,school_point,distance,Study_at_home,Drive_a_car_truck_or_van,Passenger_in_a_car_truck_or_van,Train,Bicycle,Walk_or_jog,School_bus,Public_bus,Ferry,Other,Total
17486,Kamo Central,"(-35.684862548829, 174.304915519315)",Matarau,"(-35.6672874844791, 174.209871574182)",8.822616655851327,0,0,6,0,0,0,0,0,0,0,6
17487,Waitakere,"(-36.856979816572, 174.540729187805)",Swanson,"(-36.8648960752911, 174.584629749476)",4.0121286324771415,0,0,6,0,0,0,0,0,0,0,6
17488,Wigram West,"(-43.5534730606734, 172.548341483455)",Oaklands East,"(-43.5760997166206, 172.561908985699)",2.7424815311375155,0,0,0,0,0,0,0,0,0,0,6
17489,Cannons Creek East,"(-41.1372251387001, 174.8714006331)",Cannons Creek North,"(-41.1396921634066, 174.862630005617)",0.7856897593209354,0,0,51,0,0,9,6,0,0,0,69
17490,Ascot Park,"(-41.1200032442906, 174.873368142717)",Plimmerton,"(-41.0676849325714, 174.860395724908)",5.911584778182663,0,0,12,0,0,0,0,0,0,0,12
17491,Prestonville-Grasmere,"(-46.3802387394251, 168.341657115663)",West Plains-Makarewa,"(-46.4816176991619, 168.279039347713)",12.253940601816291,0,0,6,0,0,0,0,0,0,0,6
17492,Ascot Park,"(-41.1200032442906, 174.873368142717)",Aotea,"(-41.1282577047231, 174.857230272498)",1.6361409319895621,0,0,48,0,0,51,0,0,0,0,108
17493,Riccarton Racecourse,"(-43.529021764386, 172.542860390272)",Avonhead South,"(-43.522199688633, 172.552032634863)",1.0603421168083278,0,0,6,0,0,0,0,0,0,0,9
17494,Kuirau,"(-38.1347408443352, 176.242428288408)",Utuhina,"(-38.142499525812, 176.23214439384)",1.2467885605391813,0,0,0,0,0,0,0,0,0,0,9
17495,Island Bay West,"(-41.3409591599602, 174.769048405157)",Berhampore,"(-41.3232652973763, 174.773780292022)",2.0046120893822326,0,0,21,0,0,0,0,0,0,0,24
17496,Wattle Downs East,"(-37.0472233341352, 174.892949600557)",Auckland-University,"(-36.8514305677009, 174.769064686484)",24.36975693795995,0,9,0,18,0,0,0,0,0,0,30
17497,Favona North,"(-36.9492011127833, 174.808956081159)",Favona West,"(-36.9559283369304, 174.800111550859)",1.0853194463652471,0,0,12,0,0,0,0,0,0,0,15
17498,Rowandale West,"(-37.0285592700769, 174.872165805)",Homai West,"(-37.0188881299965, 174.877995945934)",1.1920915405785857,0,0,9,0,0,0,0,0,0,0,9
17499,Maungatautari,"(-37.9900196316815, 175.597404946592)",Cambridge Central,"(-37.8931670080978, 175.471590529416)",15.423220719971072,0,0,15,0,0,0,0,0,0,0,15
17500,Monika Reserve,"(-38.0954400444454, 176.675003082875)",Coastlands,"(-37.943560788512, 176.962334322244)",30.344092080998436,0,0,0,0,0,0,0,0,0,0,6
17501,Highbury East,"(-40.3613441028196, 175.586246042799)",Papaioea North,"(-40.3472124412479, 175.618920728258)",3.188596000593289,0,0,6,0,0,0,0,0,0,0,6
17502,Epsom North,"(-36.8769583763036, 174.770709962167)",Auckland-University,"(-36.8514305677009, 174.769064686484)",2.836747309191959,0,21,6,0,9,24,0,159,0,9,228
17503,Broadmeadows,"(-41.2350567240445, 174.793261049225)",Petone East,"(-41.2248184053103, 174.890626545834)",8.242136773655742,0,9,0,0,0,0,0,0,0,0,9
17504,Paraparaumu Beach North,"(-40.8810764333174, 174.998820943828)",Paraparaumu Central,"(-40.9079949459376, 174.998863476093)",2.9893533093852516,0,0,27,0,0,0,0,0,0,0,39
17505,Saddle Hill-Chain Hills,"(-45.9129103090086, 170.38272517172)",Arthur Street,"(-45.8757494038983, 170.492727245981)",9.483999308687281,0,0,18,0,0,0,0,0,0,0,27
17506,Rawhiti ,"(-43.5023855768733, 172.717007415447)",Avonside,"(-43.5234274317594, 172.670567200586)",4.423386289386076,0,0,6,0,0,0,15,0,0,0,27
17507,Hedgehope,"(-46.1290311919317, 168.565840143925)",Georgetown,"(-46.4193238943825, 168.369006356941)",35.65678810489027,0,0,0,0,0,0,0,0,0,0,9
17508,Aongatete,"(-37.6168851552464, 175.893937955993)",Omokoroa Rural,"(-37.6556109988734, 176.014660074088)",11.489711487375041,0,0,9,0,0,0,0,0,0,0,9
17509,Onerahi Park,"(-35.752464246045, 174.372598288183)",Tarewa,"(-35.7418304968564, 174.309037566487)",5.868927009107992,0,15,0,0,0,0,0,0,0,0,15
17510,Corstorphine,"(-45.9083094344763, 170.472225694624)",Campus South,"(-45.8679379203742, 170.51211678589)",5.451850275061492,0,18,6,0,0,0,0,9,0,0,36
17511,Grey Lynn North,"(-36.8587921582449, 174.735764807726)",Westmere South-Western Springs,"(-36.86042307128, 174.722449451001)",1.201112322384358,0,0,6,0,6,39,0,0,0,0,60
17512,Fairview Heights,"(-36.7100732235264, 174.71678985075)",Long Bay,"(-36.6894634819421, 174.73306961576)",2.7105707520896742,0,6,24,0,0,0,15,0,0,0,54
17513,Clearwater,"(-43.4544286358088, 172.5983343191)",Redwood East,"(-43.479705069393, 172.622909323499)",3.4410670819851457,0,0,0,0,0,0,0,0,0,0,9
17514,Highfield North,"(-44.3861515650091, 171.223187329554)",Fraser Park,"(-44.3959659253633, 171.230450714915)",1.234613590524916,0,0,15,0,21,6,0,0,0,0,42
17515,Wallacetown,"(-46.3357842856605, 168.255534481222)",Invercargill Central,"(-46.4148923864558, 168.328507310697)",10.433008696976907,0,21,0,0,0,0,0,0,0,0,21
17516,Waldronville,"(-45.9198456429758, 170.425534532796)",Forbury,"(-45.9009933422171, 170.490305988396)",5.444857089001883,0,0,15,0,0,0,6,0,0,0,21
17517,Te Atatu Peninsula West,"(-36.8487223576432, 174.646984215442)",Avondale South (Auckland),"(-36.9033661333227, 174.697457532415)",7.551384145864057,0,0,0,0,0,0,6,0,0,0,6
17518,Otumoetai South,"(-37.676918460413, 176.144371299748)",Bethlehem Central,"(-37.7065879039271, 176.114981182161)",4.1908731145033435,0,0,12,0,0,0,12,0,0,0,36
17519,Kohukohu-Broadwood,"(-35.2900686337796, 173.463626681832)",Okaihau,"(-35.2866115918586, 173.790815552075)",29.765775963131,0,0,0,0,0,0,12,0,0,0,15
17520,Rosedale,"(-46.3897134114557, 168.367962592235)",Hargest,"(-46.389941855732, 168.380131090096)",0.936314816705524,0,0,21,0,0,12,0,0,0,0,39
17521,Brentwood (Upper Hutt City),"(-41.1289091386675, 175.03679071899)",Alicetown-Melling,"(-41.2140278603645, 174.893651845807)",15.28535844195786,0,0,0,0,0,0,9,0,0,0,9
17522,Gate Pa,"(-37.7158875290768, 176.135567482145)",Bellevue,"(-37.6793833729736, 176.129239200748)",4.089882263518229,0,0,9,0,0,0,0,0,0,0,12
17523,Kaimai,"(-37.8859085760076, 176.020984292693)",Pyes Pa South,"(-37.7492847287466, 176.12244346659)",17.60005667371375,0,0,0,0,0,0,0,0,0,0,6
17524,Lower Moutere,"(-41.1604427222218, 172.980508683147)",Richmond West (Tasman District),"(-41.3302068611165, 173.169505317257)",24.625967348784442,0,0,6,0,0,0,0,0,0,0,9
17525,Browns Bay South West,"(-36.7217893188475, 174.729946485728)",Albany West,"(-36.7414673963809, 174.68787988426)",4.346004093324735,0,0,12,0,0,0,0,0,0,0,18
17526,Tarewa,"(-35.7418304968564, 174.309037566487)",Morningside (Whangarei District),"(-35.7363877643399, 174.320056733565)",1.1654525807672254,0,0,36,0,0,0,0,0,0,0,39
17527,Papakura North East,"(-37.0514343287552, 174.965942749506)",Ardmore,"(-37.0618384337035, 175.011479925795)",4.2116941548430535,0,0,9,0,0,0,9,0,0,0,18
17528,New Windsor South,"(-36.9085221118323, 174.716371557473)",Lynfield South,"(-36.9301409596833, 174.720130071221)",2.4224382467539867,0,0,9,0,0,0,0,0,0,0,9
17529,Mandeville-Ohoka,"(-43.3668658214499, 172.544470573709)",Fernside,"(-43.3239586402264, 172.564502597295)",5.036084467706227,0,0,21,0,0,0,0,0,0,0,21
17530,Red Hill,"(-37.0673854090202, 174.977293735835)",Opaheke,"(-37.076825762134, 174.947977609211)",2.809651777598885,0,0,12,0,0,0,0,0,0,0,12
17531,Bayview South,"(-36.7819747745586, 174.703590008493)",Takapuna West,"(-36.7891091781411, 174.761170075111)",5.200279105880845,0,0,24,0,0,0,6,12,0,0,42
17532,Camberley,"(-39.630004634392, 176.82581523681)",Mayfair,"(-39.6401480818831, 176.863399419525)",3.417380694361127,0,0,6,0,0,0,0,0,0,0,9
17533,Waikaka,"(-45.9660404426254, 168.980437411983)",Gore West,"(-46.1062640142236, 168.923561763943)",16.19608289978997,0,9,33,0,0,0,72,0,0,0,117
17534,The Gardens (Auckland),"(-37.0015699595273, 174.913038458504)",Sunnyhills West-Pakuranga North,"(-36.9085094979079, 174.872694024081)",10.934792751618351,0,0,6,0,0,0,0,0,0,0,9
17535,Ashley Forest,"(-43.1246258738707, 172.564033983268)",Southbrook,"(-43.3271807304585, 172.597658009151)",22.66845670685526,0,0,0,0,0,0,6,0,0,0,12
17536,Hillsborough East (Auckland),"(-36.9198791944632, 174.756509979719)",Hillsborough West (Auckland),"(-36.9198859307307, 174.747323394527)",0.8185707846194697,0,0,9,0,0,6,0,0,0,0,18
17537,Frankton Junction ,"(-37.7965091612475, 175.262558848615)",Hillcrest West (Hamilton City),"(-37.7954666347269, 175.313265806318)",4.467525463877999,0,6,0,0,0,0,0,0,0,0,9
17538,Waihi Rural,"(-37.4366188608756, 175.784321908442)",Katikati,"(-37.5521343727166, 175.92548293796)",17.8941285437304,0,0,0,0,0,0,0,0,0,0,6
17539,Helensville Rural,"(-36.6495234762322, 174.498699504037)",Waitoki,"(-36.6373475895948, 174.584234625916)",7.767450008941058,0,0,0,0,0,0,0,0,0,0,6
17540,Taupiri-Lake Kainui,"(-37.6585838716592, 175.188442149364)",Ngaruawahia South,"(-37.6807214173578, 175.143398865241)",4.67218668837137,0,0,12,0,0,0,0,0,0,0,12
17541,Green Bay South,"(-36.933484888055, 174.677337977668)",Kaurilands,"(-36.9294762199598, 174.655836706439)",1.9665589021003302,0,0,21,0,0,0,0,0,0,0,21
17542,Point Chevalier East,"(-36.8670019078585, 174.714147079375)",Albany West,"(-36.7414673963809, 174.68787988426)",14.12689598333118,0,9,0,0,0,0,0,0,0,0,18
17543,Island Bay West,"(-41.3409591599602, 174.769048405157)",Pipitea-Kaiwharawhara,"(-41.2762482199777, 174.787726393494)",7.355026755080987,0,0,0,0,0,0,0,9,0,0,18
17544,Albany West,"(-36.7414673963809, 174.68787988426)",Whenuapai,"(-36.7916275829943, 174.621430680602)",8.135307158814527,0,0,0,0,0,0,0,0,0,0,6
17545,Toko,"(-39.3171187910225, 174.348301987481)",Strandon,"(-39.0536931301975, 174.09475656971)",36.53995009271786,0,0,0,0,0,6,0,0,0,0,9
17546,Mangere Mascot,"(-36.9732853114429, 174.809454206631)",Otahuhu South West,"(-36.9521671940793, 174.840055031961)",3.5943105960068356,0,0,6,0,0,0,0,0,0,0,9
17547,Wilkes Park,"(-41.3475318594409, 173.186682424336)",Templemore,"(-41.3415224833869, 173.204187357576)",1.609938954981327,0,9,48,0,21,105,0,0,0,0,189
17548,Strathern,"(-46.4279249211006, 168.368393845682)",Windsor ,"(-46.3971660611829, 168.375686133063)",3.464800364937051,0,0,6,0,0,0,0,0,0,0,6
17549,Grafton,"(-36.8601317837856, 174.76828548811)",Newmarket,"(-36.8685388930797, 174.777062989042)",1.217804808055389,0,0,9,0,0,6,0,0,0,0,18
17550,Otahuhu North,"(-36.9382852141507, 174.847220107795)",Mount Wellington Central,"(-36.9083361913532, 174.844608048261)",3.3317676494653554,0,0,9,0,0,0,0,0,0,0,9
17551,Greerton North,"(-37.7298950694306, 176.137645685577)",Bethlehem Central,"(-37.7065879039271, 176.114981182161)",3.2688046306272422,0,0,6,0,0,0,0,0,0,0,6
17552,Muriwai,"(-36.8252510199894, 174.429226392311)",Albany West,"(-36.7414673963809, 174.68787988426)",24.890139448158497,0,0,0,0,0,0,0,0,0,0,9
17553,Vipond,"(-36.6179636613626, 174.718039895155)",Orewa South,"(-36.5901354600905, 174.685783997435)",4.226724219421618,0,0,33,0,0,0,33,9,0,0,78
17554,Aidanfield,"(-43.5644543417259, 172.567323880673)",Ilam University,"(-43.5233612753623, 172.578264594893)",4.6504101966390685,0,51,15,0,0,0,0,15,0,0,84
17555,Dinsdale North,"(-37.7886502099274, 175.245755739086)",Nawton East,"(-37.7796200537636, 175.24016975025)",1.1165533109814132,0,0,30,0,0,69,0,0,0,0,105
17556,Wattle Downs East,"(-37.0472233341352, 174.892949600557)",Somerville,"(-36.9123424613331, 174.933941086752)",15.407221643086247,0,0,0,0,0,0,9,0,0,0,15
17557,Henderson Lincoln South,"(-36.8672246782972, 174.623675053551)",Henderson East,"(-36.8867513055311, 174.638513720122)",2.538886501421107,0,0,15,0,0,0,0,0,0,0,15
17558,Miropiko,"(-37.7646389243043, 175.271557263751)",Hamilton Lake,"(-37.797913937692, 175.273492310629)",3.6972034490899657,0,0,0,0,0,0,0,0,0,0,12
17559,Eureka-Tauwhare,"(-37.7396304264736, 175.432960940488)",Cambridge West,"(-37.8870045027963, 175.457797617143)",16.503034487956235,0,0,0,0,0,0,6,0,0,0,12
17560,Takaro South,"(-40.3568575304027, 175.593602683506)",Linton Camp,"(-40.4050924748284, 175.587210793458)",5.3835351957419615,0,15,0,0,0,0,0,0,0,0,30
17561,Redwood North,"(-43.4691956860746, 172.624695715368)",Mairehau South,"(-43.5020858261152, 172.645391153424)",4.0194275791029135,0,0,12,0,0,0,0,0,0,0,12
17562,Queenspark,"(-43.4753766704313, 172.6971588114)",Christchurch Central-South,"(-43.5381586119483, 172.642402889103)",8.262019421982899,0,39,12,0,0,0,6,18,0,0,75
17563,Green Island,"(-45.9070971220915, 170.437369250873)",Campus South,"(-45.8679379203742, 170.51211678589)",7.253035917357806,0,18,0,0,0,0,0,0,0,0,24
17564,Bryndwr South,"(-43.5066813033294, 172.596353252914)",Bryndwr North,"(-43.5019402496364, 172.589693244861)",0.7533588019606765,0,0,9,0,0,9,0,0,0,0,15
17565,Pinehill ,"(-36.7313365577776, 174.723632652277)",Forrest Hill West,"(-36.7689583687832, 174.745135195968)",4.595422567960157,0,0,0,0,0,0,0,12,0,0,15
17566,Wiri East,"(-36.9990376344477, 174.887090313744)",Hillpark South,"(-37.0171708164646, 174.900424650483)",2.336265294552889,0,0,12,0,0,0,0,0,0,0,21
17567,Wellington University,"(-41.2890840052212, 174.767625296495)",Thorndon,"(-41.272464451446, 174.774227338297)",1.926846492426841,0,0,0,0,0,12,0,0,0,0,18
17568,Summerland South,"(-36.8816775345838, 174.605275897427)",Massey West,"(-36.8498860675233, 174.607429515799)",3.5332845025231814,0,0,6,0,0,0,0,0,0,0,9
17569,Epsom North,"(-36.8769583763036, 174.770709962167)",Newmarket,"(-36.8685388930797, 174.777062989042)",1.0926417824990275,0,0,21,0,0,18,0,0,0,0,42
17570,Kopurererua,"(-37.7755091594327, 176.103908364578)",Bethlehem Central,"(-37.7065879039271, 176.114981182161)",7.711685591213842,0,0,9,0,0,0,12,0,0,0,24
17571,Addington East,"(-43.5451456038255, 172.623057871211)",Addington West,"(-43.544992064922, 172.613619036052)",0.7630042975412784,0,0,18,0,0,15,0,0,0,0,36
17572,Gulf Harbour South,"(-36.6231957444048, 174.795980058105)",Stanmore Bay East,"(-36.6293262022256, 174.741763630561)",4.89689699100471,0,0,27,0,0,0,63,6,0,0,99
17573,Omanu Beach,"(-37.6587085227134, 176.207750045395)",Tauranga Central,"(-37.6794741136827, 176.167042641887)",4.267367243799353,0,6,0,0,0,0,0,0,0,0,9
17574,Mangere Mascot,"(-36.9732853114429, 174.809454206631)",Auckland-University,"(-36.8514305677009, 174.769064686484)",13.993744969910198,0,9,0,15,0,0,0,12,0,0,42
17575,Te Kuru,"(-36.6034440257698, 174.483961163394)",Kingsway,"(-36.6060642705939, 174.686514346281)",18.12481720059438,0,0,6,0,0,0,0,0,0,0,12
17576,Vivian East,"(-41.2969152421526, 174.780072360195)",Vivian West,"(-41.2946930980505, 174.772839721815)",0.6541314190058483,0,0,0,0,0,18,0,0,0,0,21
17577,Maoribank,"(-41.1062651804318, 175.108792125243)",Elderslea,"(-41.1201996981007, 175.057879564897)",4.547600449944013,0,0,36,0,0,0,12,0,0,0,57
17578,West Melton,"(-43.5256962322846, 172.365187216932)",Mona Vale,"(-43.526383338023, 172.606693889098)",19.524003601178375,0,0,6,0,0,0,0,0,0,0,9
17579,Northpark North,"(-36.9172496384946, 174.922479121025)",Half Moon Bay South East,"(-36.8946658671465, 174.902524869921)",3.073080545328103,0,0,9,0,0,0,0,0,0,0,12
17580,Matua South,"(-37.6675520549186, 176.132453364146)",Tauranga South,"(-37.708425903253, 176.156819614486)",5.019944063077369,0,0,9,0,0,0,0,0,0,0,18
17581,Pakuranga Heights South West,"(-36.9198534988933, 174.886787187654)",Queen Street,"(-36.84774103961, 174.765249722554)",13.469742027512892,0,0,0,0,0,0,0,0,0,0,9
17582,New Windsor South,"(-36.9085221118323, 174.716371557473)",Mount Eden North East,"(-36.8691309660664, 174.765550255521)",6.190936204670263,0,0,0,0,0,0,0,0,0,0,12
17583,Riverstone Terraces,"(-41.1120521758089, 175.038266532878)",Wellington University,"(-41.2890840052212, 174.767625296495)",30.03151969207251,0,0,0,0,0,0,0,0,0,0,18
17584,Dinsdale North,"(-37.7886502099274, 175.245755739086)",Te Rapa South,"(-37.7614132219261, 175.241146140139)",3.050248960100426,0,12,12,0,0,0,0,0,0,0,24
17585,Forest Lake (Hamilton City),"(-37.7713422134307, 175.252908949619)",Te Rapa North,"(-37.7322642325641, 175.220723616415)",5.182445330177404,0,0,0,0,0,0,0,0,0,0,6
17586,Highbury East,"(-40.3613441028196, 175.586246042799)",West End,"(-40.3679753605072, 175.603392940925)",1.6319827157508575,0,0,6,0,0,0,0,0,0,0,9
17587,North Cape,"(-34.5054527643316, 172.775549967099)",Kaitaia West,"(-35.1217817028019, 173.267173968337)",81.84260337659059,0,0,6,0,0,0,63,0,0,0,72
17588,Playford Park,"(-40.6288867104035, 175.290371982312)",Waiopehu,"(-40.6321600931664, 175.298998409374)",0.8153367474960302,0,0,36,0,9,48,0,0,0,0,96
17589,Taupaki,"(-36.8216468242331, 174.554249600799)",Albany Central,"(-36.7282018578392, 174.704835178594)",16.978120906337903,0,6,0,0,0,0,0,0,0,0,12
17590,Raumanga,"(-35.7496880434782, 174.298963023356)",Maunu-Horahora,"(-35.7375713593824, 174.290371273338)",1.55286445139038,0,0,21,0,0,9,0,0,0,0,30
17591,Papatoetoe West,"(-36.9800810607804, 174.846505447132)",Queen Street,"(-36.84774103961, 174.765249722554)",16.374530209159754,0,0,0,12,0,0,0,0,0,0,18
17592,Morningside (Auckland),"(-36.8731261272215, 174.731974430001)",Otara Central,"(-36.9559345561559, 174.876779937487)",15.841694777136917,0,6,0,0,0,0,0,0,0,0,6
17593,Onehunga North,"(-36.9122699205707, 174.786737107058)",Ellerslie Central,"(-36.892006862777, 174.807506707911)",2.9126065903580667,0,0,18,0,0,0,0,0,0,0,21
17594,Melville South,"(-37.8156949934531, 175.278507397462)",Te Rapa South,"(-37.7614132219261, 175.241146140139)",6.8650755860270944,0,6,0,0,0,0,0,0,0,0,9
17595,Spreydon West,"(-43.5529939276763, 172.604552302954)",Hillmorton,"(-43.5531099531177, 172.583781832172)",1.6784246353702663,0,0,18,0,0,6,0,0,0,0,27
17596,Campbells Bay,"(-36.7495490515665, 174.756273446281)",Murrays Bay West,"(-36.7317787284406, 174.741747621554)",2.3605037782753464,0,0,21,0,0,9,21,0,0,0,51
17597,Huntington Park,"(-36.9338711672949, 174.906990608044)",Somerville,"(-36.9123424613331, 174.933941086752)",3.3874021015618725,0,0,0,0,0,0,0,0,0,0,6
17598,Glenavon,"(-36.9091942519559, 174.703245532843)",New Windsor South,"(-36.9085221118323, 174.716371557473)",1.172138231956811,0,0,21,0,0,0,0,0,0,0,24
17599,Tauherenikau,"(-41.0639004389524, 175.369074654324)",Solway North,"(-40.9574561986728, 175.630298374964)",24.95231709017652,0,0,0,0,0,0,0,15,0,0,18
17600,Manly East,"(-36.6333898601176, 174.761287990824)",Northcross,"(-36.7116574276641, 174.730768304957)",9.103875397253432,0,0,0,0,0,0,0,0,0,0,6
17601,Symonds Street West,"(-36.8567668034377, 174.763331849702)",Queen Street,"(-36.84774103961, 174.765249722554)",1.0161320473035491,0,0,0,0,0,57,0,9,0,0,69
17602,Flagstaff North,"(-37.7222589757069, 175.247669382061)",Hamilton East Village,"(-37.7902816805082, 175.293246525855)",8.551794517784675,0,0,12,0,0,0,0,12,0,0,33
17603,Hutt Central South,"(-41.2134915863228, 174.90936128669)",Mount Cook East,"(-41.3025148094011, 174.777501443701)",14.827900397652181,0,0,0,0,0,0,0,0,0,0,12
17604,Miramar North,"(-41.3059853668128, 174.82326311214)",Kilbirnie East,"(-41.3209557121878, 174.801365873616)",2.475125353439842,0,0,6,0,0,0,0,6,0,0,21
17605,Stanmore Bay West,"(-36.6230019659253, 174.727242255591)",Albany Central,"(-36.7282018578392, 174.704835178594)",11.84477189743682,0,9,0,0,0,0,0,0,0,0,9
17606,Sandspit,"(-36.397779007943, 174.698547245061)",Auckland-University,"(-36.8514305677009, 174.769064686484)",50.73560660043001,0,0,0,0,0,0,0,0,0,0,9
17607,Massey East,"(-36.8434826394063, 174.620571343735)",Swanson,"(-36.8648960752911, 174.584629749476)",3.990129594618504,0,0,6,0,0,0,0,0,0,0,6
17608,Weymouth North,"(-37.0393830752906, 174.865306837767)",Rowandale East,"(-37.0252936155637, 174.880879125883)",2.0891641652726047,0,0,36,0,0,0,0,0,0,0,39
17609,Omata,"(-39.0943159221779, 174.018538926966)",Welbourn,"(-39.0857102432698, 174.093116002924)",6.5224987902258125,0,0,12,0,0,0,12,0,0,0,27
17610,Rotorua Central,"(-38.1356852120588, 176.254240124317)",Tihiotonga-Whakarewarewa,"(-38.1641201612757, 176.251730970539)",3.163913438194216,0,9,0,0,0,0,0,6,0,0,15
17611,Wellington Botanic Gardens,"(-41.2824988218164, 174.768743288111)",Mount Cook East,"(-41.3025148094011, 174.777501443701)",2.3408873008341353,0,0,0,0,0,6,0,0,0,0,12
17612,Titirangi South,"(-36.9458072125838, 174.656226494729)",Kaurilands,"(-36.9294762199598, 174.655836706439)",1.8126885954947023,0,0,198,0,0,33,36,0,0,0,273
17613,Fraser Park,"(-44.3959659253633, 171.230450714915)",Marchwiel West,"(-44.3795681184378, 171.224624843099)",1.8803253234962682,0,0,6,0,0,0,0,0,0,0,18
17614,Waterloo East,"(-41.2179400927474, 174.929168851179)",Hutt Central North,"(-41.2087223640151, 174.906648688198)",2.148217148282218,0,0,33,0,0,0,0,0,0,0,42
17615,Narrow Neck,"(-36.8156936727614, 174.796610471285)",Takapuna West,"(-36.7891091781411, 174.761170075111)",4.32511340384166,0,0,0,0,0,0,18,0,0,0,27
17616,Aniseed Valley,"(-41.386390391884, 173.208916756125)",Rutherford,"(-41.2807244058467, 173.282307593015)",13.246135136206084,0,0,0,0,0,0,6,0,0,0,6
17617,Mokorua Bush,"(-37.9612802070679, 177.002390196267)",Whakatane West,"(-37.9634052743738, 176.965592823412)",3.2422470752785,0,0,18,0,6,0,0,0,0,0,24
17618,Hautapu,"(-37.8789452057674, 175.443708687008)",Cambridge East,"(-37.8821909989086, 175.473464278174)",2.6424138909077652,0,0,0,0,0,0,0,0,0,0,6
17619,New Plymouth Central,"(-39.0570019170073, 174.075374538788)",Fitzroy-Glen Avon,"(-39.0742712783528, 174.123604449931)",4.593353351905587,0,0,0,0,0,0,0,0,0,0,6
17620,Whitikahu,"(-37.5709866973869, 175.317185898603)",Taupiri-Lake Kainui,"(-37.6585838716592, 175.188442149364)",14.957518446798264,0,0,6,0,0,0,0,0,0,0,9
17621,Botany North,"(-36.9250236298629, 174.926120275216)",Howick Central,"(-36.8992226178981, 174.923684742234)",2.871507132004668,0,0,6,0,0,0,0,0,0,0,9
17622,Paekakariki Hill,"(-41.0568477800818, 174.9090328296)",Tawa Central,"(-41.1740233453447, 174.827172624824)",14.71765897202557,0,0,0,0,0,0,0,0,0,0,6
17623,McLean Park,"(-39.5083023994899, 176.916094896875)",Nelson Park,"(-39.4976537073197, 176.908015573166)",1.3713694286085683,0,0,54,0,9,21,0,0,0,6,90
17624,Botany East,"(-36.9322196768011, 174.922599218347)",Tamaki,"(-36.8952158146188, 174.861874644382)",6.793071248540152,0,0,0,0,0,0,0,0,0,0,6
17625,Point Chevalier West,"(-36.8656485913894, 174.702461772966)",Mount Albert Central,"(-36.8834503423131, 174.723396651018)",2.717840682724383,0,0,0,0,0,0,0,12,0,0,21
17626,Crofton Downs,"(-41.2575451084482, 174.761826286127)",Johnsonville South,"(-41.2310217619583, 174.802108344508)",4.48087311602691,0,0,6,0,0,0,9,0,0,0,75
17627,Heathcote Valley,"(-43.5776305914298, 172.71241055397)",St Martins,"(-43.5572164003909, 172.653955597541)",5.238808062628206,0,0,12,0,0,0,0,0,0,0,15
17628,Sumner,"(-43.5749336451269, 172.76356249736)",Strowan,"(-43.5076195439645, 172.608746537018)",14.57718953439323,0,0,6,0,0,0,21,0,0,0,36
17629,Glen Eden Woodglen,"(-36.9174766998729, 174.643298115598)",Kelston South,"(-36.9038064296457, 174.662667918074)",2.2980673300285432,0,0,9,0,0,0,0,0,0,0,18
17630,Selwyn Heights,"(-38.1186603902651, 176.216688922324)",Western Heights (Rotorua District),"(-38.1237456656396, 176.220976748161)",0.6782201046137966,0,0,12,0,0,39,0,0,0,0,51
17631,Point Chevalier East,"(-36.8670019078585, 174.714147079375)",Grey Lynn West,"(-36.8644209050826, 174.733748949802)",1.7711722215489107,0,0,0,0,0,0,0,0,0,0,15
17632,Castlecliff East,"(-39.9365306047632, 174.99269163106)",Whanganui East-Riverlands,"(-39.9218118113956, 175.061279745648)",6.086560425855769,0,0,0,0,0,0,0,0,0,0,6
17633,Tinwald North,"(-43.9126432709363, 171.723703654096)",Ashburton East,"(-43.9029367551325, 171.757998437588)",2.9584934954240256,0,0,6,0,0,0,6,0,0,0,15
17634,Normandale,"(-41.2034500888714, 174.893208475282)",Korokoro,"(-41.2156275148014, 174.867814018583)",2.522890556605342,0,0,6,0,0,0,0,0,0,0,6
17635,Awapuni South ,"(-40.3778449296696, 175.593434719446)",Highbury East,"(-40.3613441028196, 175.586246042799)",1.931325718648041,0,9,9,0,12,9,0,0,0,0,45
17636,Redwoodtown East,"(-41.5280174449868, 173.959816679821)",Witherlea East,"(-41.538196823171, 173.958594801527)",1.1351539969668192,0,0,15,0,0,0,0,0,0,0,15
17637,Roslyn (Dunedin City),"(-45.8671190737253, 170.491757203105)",Royal Terrace,"(-45.8666800365636, 170.504666150198)",1.0035517487155357,0,0,9,0,0,12,0,0,0,0,24
17638,Upper Vogeltown,"(-39.0902395523338, 174.083322649256)",Spotswood,"(-39.0709650665232, 174.024278838539)",5.538956853601475,0,0,15,0,0,0,0,0,0,0,21
17639,Birkdale North,"(-36.7936822509822, 174.700923760815)",Glenfield East,"(-36.7802619621595, 174.734586915599)",3.3535869163603076,0,0,0,0,0,0,0,0,0,0,9
17640,Waikowhai North,"(-36.9258704731433, 174.739987563913)",Lynfield North,"(-36.9195277059711, 174.717630426356)",2.1127632377458925,0,0,9,0,0,0,0,0,0,0,15
17641,Henderson Larnoch,"(-36.8592483682787, 174.617977756152)",Henderson Central,"(-36.8896858088027, 174.629284262072)",3.5250176884364426,0,6,9,0,0,0,0,0,0,0,21
17642,Whitiora,"(-37.7775689608687, 175.270480287984)",Hamilton West,"(-37.800741823409, 175.284416901388)",2.849950101228315,0,15,0,0,0,9,0,15,0,0,42
