WKT,SA22018_V1_00,SA22018_V1_NAME,LAND_AREA_SQ_KM,AREA_SQ_KM,EASTING,NORTHING,LATITUDE,LONGITUDE,Shape_X,Shape_Y
"POINT (178.009427699812 -38.6628262817556)",206500,Centennial Crescent,0.81897584,0.81897584,2035949.04085,5708715.8166,-38.66282628,178.0094277,178.0094277,-38.6628262818
"POINT (178.032006458159 -38.6499029570422)",206600,Whataupoko East,2.54657662,2.54657662,2037994.025,5710043.1593,-38.64990296,178.03200646,178.032006458,-38.649902957
"POINT (178.028982736606 -38.6583797545166)",206700,Whataupoko West,1.09579102,1.09579102,2037678.9396,5709116.21385,-38.65837976,178.02898274,178.028982737,-38.6583797545
"POINT (178.022993128698 -38.6677823716973)",206800,Gisborne Central,1.58832832,1.58832832,2037100.0212,5708100.62665,-38.66778237,178.02299313,178.022993129,-38.6677823717
"POINT (178.04468181991 -38.6676338110309)",206900,Kaiti North,1.32792286,1.32792286,2038989.3476,5708013.19455,-38.66763381,178.04468182,178.04468182,-38.667633811
"POINT (178.039195293387 -38.6792230069681)",207000,Kaiti South,3.41372487,3.41372487,2038440.71705,5706752.44035,-38.67922301,178.03919529,178.039195293,-38.679223007
"POINT (178.056555034161 -38.669399832508)",207100,Outer Kaiti,1.45393022,1.45393022,2040012.30285,5707759.9736,-38.66939983,178.05655503,178.056555034,-38.6693998325
"POINT (178.053439564488 -38.679032515667)",207200,Tamarau,1.11472725,1.11472725,2039681.9291,5706705.16195,-38.67903252,178.05343956,178.053439564,-38.6790325157
"POINT (178.059837538627 -38.6947211746502)",207300,Wainui-Okitu,5.34887281,5.34887281,2040142.4795,5704931.9763,-38.69472117,178.05983754,178.059837539,-38.6947211747
"POINT (177.057060116901 -38.971756904644)",207400,Maungataniwha-Raupunga,2080.86540264,2080.86540264,1951509.46325,5678523.1475,-38.9717569,177.05706012,177.057060117,-38.9717569046
"POINT (177.072767043114 -38.7714039426957)",207500,Inland water Lake Waikaremoana,0,53.26344556,1953864.8501,5700707.20125,-38.77140394,177.07276704,177.072767043,-38.7714039427
"POINT (177.349972411925 -38.7956821078222)",207600,Frasertown-Ruakituri,1332.98513581,1332.98513581,1977831.27805,5696900.38195,-38.79568211,177.34997241,177.349972412,-38.7956821078
"POINT (177.541764031626 -39.0176336863801)",207700,Whakaki,183.45604292,183.45604292,1993267.7417,5671442.2468,-39.01763369,177.54176403,177.541764032,-39.0176336864
"POINT (177.418980757972 -39.0390846891481)",207800,Wairoa,7.56757987,7.56757987,1982515.67075,5669585.0144,-39.03908469,177.41898076,177.418980758,-39.0390846891
"POINT (177.715819465045 -38.9804202560487)",207900,Mahia,472.00228817,472.00228817,2008560.5551,5674806.20815,-38.98042026,177.71581946,177.715819465,-38.980420256
"POINT (176.643006975378 -39.1974587400202)",208000,Puketitiri-Tutira,2433.16388995,2433.16388995,1914618.7441,5654984.82065,-39.19745874,176.64300698,176.643006975,-39.19745874
"POINT (176.498014756633 -39.4757515355225)",208100,Sherenden-Crownthorpe,765.66297002,765.66297002,1900896.51745,5624583.11505,-39.47575154,176.49801476,176.498014757,-39.4757515355
"POINT (176.296995177912 -39.6263497610324)",208200,Maraekakaho,820.40789417,820.40789417,1882987.87985,5608516.98465,-39.62634976,176.29699518,176.296995178,-39.626349761
"POINT (176.791257570965 -39.4377946971606)",208300,Puketapu-Eskdale,244.97891089,244.97891089,1926305.3406,5627775.5793,-39.4377947,176.79125757,176.791257571,-39.4377946972
"POINT (176.820247766249 -39.5665926525449)",208400,Omahu-Pakowhai,45.77754994,45.77754994,1928193.7579,5613369.92125,-39.56659265,176.82024777,176.820247766,-39.5665926525
"POINT (176.762848061724 -39.6331308163076)",208500,Bridge Pa,23.2425111,23.2425111,1922951.54095,5606190.5591,-39.63313082,176.76284806,176.762848062,-39.6331308163
"POINT (176.818748944856 -39.5996138474615)",208600,Twyford,26.00884647,26.00884647,1927909.0224,5609709.0911,-39.59961385,176.81874894,176.818748945,-39.5996138475
"POINT (176.702271147969 -39.7599637902704)",208700,Poukawa,339.92765478,339.92765478,1917169.0694,5592325.03475,-39.75996379,176.70227115,176.702271148,-39.7599637903
"POINT (176.773233859462 -39.6162228535988)",208800,Flaxmere West,0.9172791,0.9172791,1923922.1168,5608030.3638,-39.61622285,176.77323386,176.773233859,-39.6162228536
"POINT (176.787256786172 -39.6130929579565)",208900,Omahu Strip,1.93922993,1.93922993,1925140.94485,5608327.13795,-39.61309296,176.78725679,176.787256786,-39.613092958
"POINT (176.78200752269 -39.6195465857952)",209000,Lochain Park,0.93643965,0.93643965,1924659.9624,5607629.61505,-39.61954659,176.78200752,176.782007523,-39.6195465858
"POINT (176.787147111612 -39.6236834142939)",209100,Flaxmere Park,1.35063391,1.35063391,1925081.89325,5607151.6927,-39.62368341,176.78714711,176.787147112,-39.6236834143
"POINT (176.791280208692 -39.630970186685)",209200,Flaxmere South,0.72258966,0.72258966,1925402.57395,5606327.6622,-39.63097019,176.79128021,176.791280209,-39.6309701867
"POINT (176.801153048129 -39.6385577210102)",209300,Irongate,8.28251801,8.28251801,1926214.4807,5605449.35165,-39.63855772,176.80115305,176.801153048,-39.638557721
"POINT (176.829259878847 -39.6216684819748)",209400,Frimley,2.02509065,2.02509065,1928707.3323,5607221.91175,-39.62166848,176.82925988,176.829259879,-39.621668482
"POINT (176.82581523681 -39.630004634392)",209500,Camberley,0.93079074,0.93079074,1928372.0834,5606308.9719,-39.63000463,176.82581524,176.825815237,-39.6300046344
"POINT (176.913037925308 -39.5868101422592)",209600,Clive,14.86661246,14.86661246,1936069.76675,5610781.8561,-39.58681014,176.91303792,176.913037925,-39.5868101423
"POINT (176.833152481101 -39.6347046643058)",209700,St Leonards,1.03089955,1.03089955,1928979.7173,5605760.23365,-39.63470466,176.83315248,176.833152481,-39.6347046643
"POINT (176.848880850168 -39.6240496173568)",209800,Mahora,0.94013557,0.94013557,1930380.7469,5606885.4362,-39.62404962,176.84888085,176.84888085,-39.6240496174
"POINT (176.824897350032 -39.6406859857215)",209900,Raureka,1.0555815,1.0555815,1928242.7003,5605126.38635,-39.64068599,176.82489735,176.82489735,-39.6406859857
"POINT (176.842430262501 -39.6308169564575)",210000,Cornwall Park,1.08344478,1.08344478,1929794.6977,5606157.8029,-39.63081696,176.84243026,176.842430263,-39.6308169565
"POINT (176.863787478242 -39.6246143652868)",210100,Tomoana,3.26579693,3.26579693,1931657.96665,5606767.70885,-39.62461437,176.86378748,176.863787478,-39.6246143653
"POINT (176.824993554089 -39.6713004091725)",210200,Longlands-Pukahu,31.26674112,31.26674112,1928105.92605,5601726.91945,-39.67130041,176.82499355,176.824993554,-39.6713004092
"POINT (176.832452715651 -39.6460920671453)",210300,Raceway Park,1.01714735,1.01714735,1928865.6089,5604498.4593,-39.64609207,176.83245272,176.832452716,-39.6460920671
"POINT (176.883836294567 -39.6282353522369)",210400,Karamu,13.29471535,13.29471535,1933361.9931,5606291.3264,-39.62823535,176.88383629,176.883836295,-39.6282353522
"POINT (176.846427594282 -39.6396232866535)",210500,Hastings Central,1.4175618,1.4175618,1930095.9489,5605165.32495,-39.63962329,176.84642759,176.846427594,-39.6396232867
"POINT (176.856216203917 -39.6314161627683)",210600,Tomoana Crossing,0.83807276,0.83807276,1930975.41515,5606040.477,-39.63141616,176.8562162,176.856216204,-39.6314161628
"POINT (176.840524297479 -39.6501158506909)",210700,Akina Park,1.02516338,1.02516338,1929539.29435,5604022.05395,-39.65011585,176.8405243,176.840524297,-39.6501158507
"POINT (176.853837037034 -39.6444719071769)",210800,Queens Square,0.60058038,0.60058038,1930708.86115,5604599.6725,-39.64447191,176.85383704,176.853837037,-39.6444719072
"POINT (176.863399419525 -39.6401480818831)",210900,Mayfair,1.0686468,1.0686468,1931550.3533,5605044.42725,-39.64014808,176.86339942,176.86339942,-39.6401480819
"POINT (176.848257689623 -39.6545582353598)",211000,Parkhaven,1.0158563,1.0158563,1930181.8785,5603500.3529,-39.65455823,176.84825769,176.84825769,-39.6545582354
"POINT (176.860975542175 -39.6494593428803)",211100,Parkvale,1.24145684,1.24145684,1931297.7642,5604019.55395,-39.64945934,176.86097554,176.860975542,-39.6494593429
"POINT (176.92517796957 -39.6347333501839)",211200,Mangateretere,37.22491952,37.22491952,1936879.9396,5605415.32265,-39.63473335,176.92517797,176.92517797,-39.6347333502
"POINT (176.973247868173 -39.6348138035122)",211300,Haumoana-Te Awanga,7.76274083,7.76274083,1941006.39325,5605224.6514,-39.6348138,176.97324787,176.973247868,-39.6348138035
"POINT (176.870144376431 -39.6706916027575)",211400,Lucknow,0.57778821,0.57778821,1931982.9492,5601628.1846,-39.6706916,176.87014438,176.870144376,-39.6706916028
"POINT (176.886271255083 -39.664510960305)",211500,Karanema-St Hill,0.94539167,0.94539167,1933396.4735,5602254.54565,-39.66451096,176.88627126,176.886271255,-39.6645109603
"POINT (176.877855314002 -39.6689952387537)",211600,Havelock North-Central,0.47383086,0.47383086,1932652.7354,5601787.9319,-39.66899524,176.87785531,176.877855314,-39.6689952388
"POINT (176.895226904213 -39.6597424841846)",211700,Brookvale,1.73921406,1.73921406,1934187.993,5602750.63525,-39.65974248,176.8952269,176.895226904,-39.6597424842
"POINT (176.876432647844 -39.67719283167)",211800,Iona,1.46638944,1.46638944,1932491.28685,5600883.0241,-39.67719283,176.87643265,176.876432648,-39.6771928317
"POINT (176.89279269009 -39.672593674013)",211900,Hereworth,1.6155284,1.6155284,1933917.11375,5601332.8226,-39.67259367,176.89279269,176.89279269,-39.672593674
"POINT (176.903868999701 -39.6896767914573)",212000,Te Mata Hills,12.71124715,12.71124715,1934784.8451,5599394.70465,-39.68967679,176.903869,176.903869,-39.6896767915
"POINT (176.886529080718 -39.6833648702908)",212100,Havelock Hills,2.98720987,2.98720987,1933327.8029,5600160.20805,-39.68336487,176.88652908,176.886529081,-39.6833648703
"POINT (176.934885063651 -39.7652495985527)",212200,Kahuranaki,367.96131323,367.96131323,1937076.56715,5590887.19515,-39.7652496,176.93488506,176.934885064,-39.7652495986
"POINT (176.858394710209 -39.4415562192852)",212300,Bay View,29.16654342,29.16654342,1932067.47705,5627112.46835,-39.44155622,176.85839471,176.85839471,-39.4415562193
"POINT (176.834152628308 -39.5007298259711)",212400,Poraiti Hills,10.57822031,10.57822031,1929700.6068,5620631.6731,-39.50072983,176.83415263,176.834152628,-39.500729826
"POINT (176.858772502228 -39.4926726940668)",212500,Poraiti Flat,7.09014122,7.09014122,1931856.6725,5621435.6801,-39.49267269,176.8587725,176.858772502,-39.4926726941
"POINT (176.881171249734 -39.4746211047338)",212600,Westshore,0.93240954,0.93240954,1933870.0044,5623357.039,-39.4746211,176.88117125,176.88117125,-39.4746211047
"POINT (176.880150446149 -39.4855420838665)",212700,Inlet Napier City,0,0.72329556,1933729.8755,5622148.27775,-39.48554208,176.88015045,176.880150446,-39.4855420839
"POINT (176.882180644432 -39.4970008825601)",212800,Onekawa West,3.12036304,3.12036304,1933849.63585,5620868.4776,-39.49700088,176.88218064,176.882180644,-39.4970008826
"POINT (176.897593578013 -39.4827253354458)",212900,Ahuriri,0.9785533,1.14429308,1935244.14425,5622396.1499,-39.48272533,176.89759358,176.897593578,-39.4827253354
"POINT (176.838277919079 -39.526093923343)",213000,Taradale West,1.68667236,1.68667236,1929935.2298,5617800.39645,-39.52609392,176.83827792,176.838277919,-39.5260939233
"POINT (176.853465843607 -39.515913419545)",213100,Greenmeadows West,1.1042948,1.1042948,1931289.5975,5618874.85655,-39.51591342,176.85346584,176.853465844,-39.5159134195
"POINT (176.829890727517 -39.543233934809)",213200,Taradale South,5.0676933,5.0676933,1929132.97365,5615928.12305,-39.54323393,176.82989073,176.829890728,-39.5432339348
"POINT (176.915389129734 -39.4808151702315)",213300,Bluff Hill,1.89023838,1.89023838,1936784.4827,5622541.75455,-39.48081517,176.91538913,176.91538913,-39.4808151702
"POINT (176.902076737708 -39.4895432078466)",213400,Hospital Hill,1.49431945,1.49431945,1935597.03565,5621622.44195,-39.48954321,176.90207674,176.902076738,-39.4895432078
"POINT (176.863371951694 -39.5129064670824)",213500,Tamatea West,0.63229512,0.63229512,1932155.83625,5619172.15765,-39.51290647,176.86337195,176.863371952,-39.5129064671
"POINT (176.872425277784 -39.5079036962074)",213600,Tamatea North,0.66042033,0.66042033,1932958.34965,5619694.1195,-39.5079037,176.87242528,176.872425278,-39.5079036962
"POINT (176.84963144558 -39.5289489022557)",213700,Taradale Central,1.17747377,1.17747377,1930897.87435,5617441.66525,-39.5289489,176.84963144,176.849631446,-39.5289489023
"POINT (176.869168738858 -39.5159605317105)",213800,Tamatea East,0.63201712,0.63201712,1932639.7716,5618811.6302,-39.51596053,176.86916874,176.869168739,-39.5159605317
"POINT (176.895994127498 -39.4991969380938)",213900,Marewa West,0.79226103,0.79226103,1935027.32085,5620573.27045,-39.49919694,176.89599413,176.895994127,-39.4991969381
"POINT (176.861578092498 -39.5225568433527)",214000,Greenmeadows Central,0.95261312,0.95261312,1931955.54185,5618107.31045,-39.52255684,176.86157809,176.861578092,-39.5225568434
"POINT (176.888907692263 -39.5059880311421)",214100,Onekawa Central,0.67701088,0.67701088,1934385.1533,5619845.63795,-39.50598803,176.88890769,176.888907692,-39.5059880311
"POINT (176.878731444831 -39.5132839374529)",214200,Pirimai West,0.61390966,0.61390966,1933474.9562,5619073.37755,-39.51328394,176.87873144,176.878731445,-39.5132839375
"POINT (176.915734919394 -39.4927780185112)",214300,Napier Central,0.83772122,0.83772122,1936756.4203,5621212.22085,-39.49277802,176.91573492,176.915734919,-39.4927780185
"POINT (176.867377724561 -39.5259048991577)",214400,Greenmeadows South,0.85126479,0.85126479,1932438.2517,5617714.1392,-39.5259049,176.86737772,176.867377725,-39.5259048992
"POINT (176.908015573166 -39.4976537073197)",214500,Nelson Park,0.78100891,0.78100891,1936068.831,5620699.75225,-39.49765371,176.90801557,176.908015573,-39.4976537073
"POINT (176.856521092017 -39.5343937166613)",214600,Bledisloe Park,0.8827168,0.8827168,1931464.31055,5616811.738,-39.53439372,176.85652109,176.856521092,-39.5343937167
"POINT (176.882433445107 -39.518325847327)",214700,Pirimai East,0.7623871,0.7623871,1933769.15625,5618499.83455,-39.51832585,176.88243344,176.882433445,-39.5183258473
"POINT (176.895664162628 -39.5093162754452)",214800,Onekawa East,0.6361758,0.6361758,1934950.2663,5619450.95,-39.50931627,176.89566416,176.895664163,-39.5093162754
"POINT (176.851430359136 -39.5440079231855)",214900,Tareha Reserve,1.72386138,1.72386138,1930980.89205,5615763.04795,-39.54400792,176.85143036,176.851430359,-39.5440079232
"POINT (176.906761972607 -39.5074760445427)",215000,Marewa East,1.40383564,1.40383564,1935913.6193,5619613.8605,-39.50747604,176.90676197,176.906761973,-39.5074760445
"POINT (176.89173053315 -39.5163626058957)",215100,Onekawa South,1.08607604,1.08607604,1934578.089,5618683.24575,-39.51636261,176.89173053,176.891730533,-39.5163626059
"POINT (176.916094896875 -39.5083023994899)",215200,McLean Park,1.34179095,1.34179095,1936712.33205,5619487.1934,-39.5083024,176.9160949,176.916094897,-39.5083023995
"POINT (176.903677463464 -39.5157722398776)",215300,Maraenui,1.05243071,1.05243071,1935608.335,5618704.25305,-39.51577224,176.90367746,176.903677463,-39.5157722399
"POINT (176.893041357495 -39.5441156913609)",215400,Meeanee-Awatoto,24.29611646,24.29611646,1934557.3466,5615596.9349,-39.54411569,176.89304136,176.893041357,-39.5441156914
"POINT (176.417092560909 -39.8037837371347)",215500,Mangaonuku,537.41805675,537.41805675,1892546.7603,5588432.30795,-39.80378374,176.41709256,176.417092561,-39.8037837371
"POINT (176.312731421381 -39.94160871799)",215600,Makaretu,788.69928948,788.69928948,1883042.4694,5573467.19075,-39.94160872,176.31273142,176.312731421,-39.941608718
"POINT (176.591343100667 -39.9397590433312)",215700,Waipawa,6.80232413,6.80232413,1906860.85865,5572750.44225,-39.93975904,176.5913431,176.591343101,-39.9397590433
"POINT (176.540483017413 -39.9973836398727)",215800,Waipukurau West,5.77265346,5.77265346,1902259.87035,5566526.457,-39.99738364,176.54048302,176.540483017,-39.9973836399
"POINT (176.762648581484 -39.9900371670427)",215900,Mangarara,838.26740494,838.26740494,1921265.8078,5566563.94515,-39.99003717,176.76264858,176.762648581,-39.990037167
"POINT (176.560270649189 -40.0023154562824)",216000,Waipukurau East,2.26275761,2.26275761,1903927.6703,5565911.50315,-40.00231546,176.56027065,176.560270649,-40.0023154563
"POINT (176.533377163328 -40.2071666079731)",216100,Taurekaitai,1153.82432416,1153.82432416,1900726.6538,5543258.69435,-40.20716661,176.53337716,176.533377163,-40.207166608
"POINT (174.029416116629 -39.0607803535853)",216200,Port Taranaki,1.56908664,1.56908664,1689063.63105,5675974.3182,-39.06078035,174.02941612,174.029416117,-39.0607803536
"POINT (174.024278838539 -39.0709650665232)",216300,Spotswood,3.45596464,3.45596464,1688606.4159,5674849.07945,-39.07096507,174.02427884,174.024278839,-39.0709650665
"POINT (174.018538926966 -39.0943159221779)",216400,Omata,21.59950571,21.59950571,1688080.8219,5672263.268,-39.09431592,174.01853893,174.018538927,-39.0943159222
"POINT (173.950660146536 -39.116949136802)",216500,Oakura,1.6771763,1.6771763,1682184.42175,5669815.1367,-39.11694914,173.95066015,173.950660147,-39.1169491368
"POINT (174.048336426714 -39.0627046790316)",216600,Moturoa,1.01672273,1.01672273,1690698.1648,5675742.0582,-39.06270468,174.04833643,174.048336427,-39.062704679
"POINT (173.942188831602 -39.1931876105549)",216700,Kaitake,170.20208624,170.20208624,1681364.2062,5661362.04405,-39.19318761,173.94218883,173.942188832,-39.1931876106
"POINT (174.043222036147 -39.07074008212)",216800,Blagdon-Lynmouth,1.15856977,1.15856977,1690245.44275,5674855.41,-39.07074008,174.04322204,174.043222036,-39.0707400821
"POINT (174.065713621508 -39.0641976487364)",216900,Kawaroa,1.13287219,1.13287219,1692199.66845,5675558.89325,-39.06419765,174.06571362,174.065713622,-39.0641976487
"POINT (174.075374538788 -39.0570019170073)",217000,New Plymouth Central,1.25967206,1.25967206,1693044.9438,5676347.6061,-39.05700192,174.07537454,174.075374539,-39.057001917
"POINT (174.047111907584 -39.0750238893371)",217100,Marfell,0.7333253,0.7333253,1690576.47265,5674376.13945,-39.07502389,174.04711191,174.047111908,-39.0750238893
"POINT (174.037073562418 -39.0858004204404)",217200,Whalers Gate,2.08533443,2.08533443,1689694.4757,5673190.1554,-39.08580042,174.03707356,174.037073562,-39.0858004204
"POINT (174.09475656971 -39.0536931301975)",217300,Strandon,1.76478382,1.76478382,1694726.40415,5676694.7892,-39.05369313,174.09475657,174.09475657,-39.0536931302
"POINT (174.060111093247 -39.0747742035806)",217400,Westown,2.37440634,2.37440634,1691701.26795,5674390.81315,-39.0747742,174.06011109,174.060111093,-39.0747742036
"POINT (174.137586162954 -39.0299525201183)",217500,Bell Block West,4.19117751,4.19117751,1698465.3895,5679283.9444,-39.02995252,174.13758616,174.137586163,-39.0299525201
"POINT (174.170023930654 -39.0162041053431)",217600,Bell Block East,7.67158861,7.67158861,1701292.78735,5680774.0825,-39.0162041,174.17002393,174.170023931,-39.0162041053
"POINT (174.164265957939 -39.0363964356541)",217700,Waiwhakaiho-Bell Block South,7.35427565,7.35427565,1700765.6101,5678539.60455,-39.03639644,174.16426596,174.164265958,-39.0363964357
"POINT (174.078217397794 -39.0720985357448)",217800,Lower Vogeltown,1.50008305,1.50008305,1693271.05235,5674669.3246,-39.07209853,174.0782174,174.078217398,-39.0720985357
"POINT (174.050595538332 -39.0953471857242)",217900,Hurdon,3.76517652,3.76517652,1690851.7412,5672117.2522,-39.09534718,174.05059554,174.050595538,-39.0953471857
"POINT (174.070128978113 -39.0842123749177)",218000,Frankleigh Park,2.10681251,2.10681251,1692555.5177,5673333.24125,-39.08421237,174.07012898,174.070128978,-39.0842123749
"POINT (174.102059581284 -39.0645462273359)",218100,Merrilands,1.71844924,1.71844924,1695343.73095,5675482.71695,-39.06454623,174.10205958,174.102059581,-39.0645462273
"POINT (174.058037555536 -39.0897512371419)",218200,Ferndale,1.79142781,1.79142781,1691502.5475,5672730.8035,-39.08975124,174.05803756,174.058037556,-39.0897512371
"POINT (174.093116002924 -39.0857102432698)",218300,Welbourn,6.49445005,6.49445005,1694541.71655,5673143.34655,-39.08571024,174.093116,174.093116003,-39.0857102433
"POINT (174.123604449931 -39.0742712783528)",218400,Fitzroy-Glen Avon,16.98091942,16.98091942,1697194.37475,5674380.6435,-39.07427128,174.12360445,174.12360445,-39.0742712784
"POINT (174.226545903247 -38.9975013994697)",218500,Waitara West,3.38623205,3.38623205,1706214.2025,5682785.2066,-38.9975014,174.2265459,174.226545903,-38.9975013995
"POINT (174.083322649256 -39.0902395523338)",218600,Upper Vogeltown,2.46314405,2.46314405,1693688.6923,5672650.84235,-39.09023955,174.08332265,174.083322649,-39.0902395523
"POINT (174.104431169638 -39.0806946141599)",218700,Highlands Park (New Plymouth District),2.90671434,2.90671434,1695527.136,5673688.1315,-39.08069461,174.10443117,174.10443117,-39.0806946142
"POINT (174.16214175926 -39.0535622807737)",218800,Paraite,13.72124804,13.72124804,1700557.41465,5676636.94685,-39.05356228,174.16214176,174.162141759,-39.0535622808
"POINT (174.243900048457 -38.9953240586478)",218900,Waitara East,2.27413857,2.27413857,1707720.35625,5683006.44845,-38.99532406,174.24390005,174.243900048,-38.9953240586
"POINT (174.218689223782 -39.0347815195687)",219000,Lepperton-Brixton,46.53420778,46.53420778,1705478.4149,5678657.12145,-39.03478152,174.21868922,174.218689224,-39.0347815196
"POINT (174.060176280861 -39.1810293463635)",219100,Mangorei,188.5394987,188.5394987,1691569.1999,5662598.825,-39.18102935,174.06017628,174.060176281,-39.1810293464
"POINT (174.624339015574 -38.923210692332)",219200,Mount Messenger,934.30266817,934.30266817,1740810.2848,5690490.52815,-38.92321069,174.62433902,174.624339016,-38.9232106923
"POINT (174.163885929122 -39.1346922459169)",219300,Mangaoraka,81.67684932,81.67684932,1700592.9884,5667631.40665,-39.13469225,174.16388593,174.163885929,-39.1346922459
"POINT (174.343132376095 -39.0409979746437)",219400,Tikorangi,167.68784491,167.68784491,1716239.26325,5677815.55215,-39.04099797,174.34313238,174.343132376,-39.0409979746
"POINT (174.181167271187 -39.2279330505956)",219500,Everett Park,236.5153265,236.5153265,1701951.8417,5657264.3083,-39.22793305,174.18116727,174.181167271,-39.2279330506
"POINT (174.201520565602 -39.1565375275309)",219600,Inglewood,2.94435948,2.94435948,1703813.6927,5665164.6581,-39.15653753,174.20152057,174.201520566,-39.1565375275
"POINT (174.39053006801 -39.1604937017263)",219700,Tarata,258.96873968,258.96873968,1720138.36015,5664492.2947,-39.1604937,174.39053007,174.390530068,-39.1604937017
"POINT (174.185365412067 -39.3401956741391)",219800,Pembroke,226.37533006,226.37533006,1702150.98465,5644800.5273,-39.34019567,174.18536541,174.185365412,-39.3401956741
"POINT (174.629725234653 -39.2407168828959)",219900,Douglas,1010.45329582,1010.45329582,1740645.18035,5655244.7389,-39.24071688,174.62972523,174.629725235,-39.2407168829
"POINT (174.348301987481 -39.3171187910225)",220000,Toko,228.45223646,228.45223646,1716231.02325,5647164.83245,-39.31711879,174.34830199,174.348301987,-39.317118791
"POINT (174.282613190263 -39.3280289463259)",220100,Stratford North,3.28542547,3.28542547,1710550.9161,5646036.38715,-39.32802895,174.28261319,174.28261319,-39.3280289463
"POINT (174.872254188563 -39.1131025143071)",220200,Whangamomona,689.59996202,689.59996202,1761869.29565,5669003.4389,-39.11310251,174.87225419,174.872254189,-39.1131025143
"POINT (174.289106456322 -39.3375963990649)",220300,Stratford Central,2.53265568,2.53265568,1711095.45725,5644966.6006,-39.3375964,174.28910646,174.289106456,-39.3375963991
"POINT (174.285158156106 -39.3490387336506)",220400,Stratford South,2.71989707,2.71989707,1710737.1195,5643701.54035,-39.34903873,174.28515816,174.285158156,-39.3490387337
"POINT (173.871595098767 -39.3136019307174)",220500,Cape Egmont,434.17712626,434.17712626,1675139.23325,5648059.62665,-39.31360193,173.8715951,173.871595099,-39.3136019307
"POINT (173.975420327528 -39.4477193781587)",220600,Taungatara,313.10448637,313.10448637,1683929.26305,5633083.6554,-39.44771938,173.97542033,173.975420328,-39.4477193782
"POINT (173.85878434615 -39.4513236555138)",220700,Opunake,3.76514248,3.76514248,1673889.44685,5632785.721,-39.45132365,173.85878435,173.858784346,-39.4513236555
"POINT (174.229804528139 -39.4345251335159)",220800,Kaponga-Mangatoki,172.81250681,172.81250681,1705838.1067,5634280.3369,-39.43452513,174.22980453,174.229804528,-39.4345251335
"POINT (174.123795778001 -39.5177806099436)",220900,Manaia-Kapuni,109.37614226,109.37614226,1696599.42145,5625159.32925,-39.51778061,174.12379578,174.123795778,-39.5177806099
"POINT (174.299035655802 -39.4310866047834)",221000,Eltham,3.4120219,3.4120219,1711801.8919,5634578.42655,-39.4310866,174.29903566,174.299035656,-39.4310866048
"POINT (174.217587995964 -39.5375084031843)",221100,Okaiawa,102.1116779,102.1116779,1704632.235,5622864.9824,-39.5375084,174.217588,174.217587996,-39.5375084032
"POINT (174.493470337645 -39.4390482058532)",221200,Te Roti-Moeroa,361.94093947,361.94093947,1728522.0295,5633435.71995,-39.43904821,174.49347034,174.493470338,-39.4390482059
"POINT (174.263082275843 -39.5761716187907)",221300,Egmont Showgrounds,4.40122899,4.40122899,1708481.6073,5618519.98705,-39.57617162,174.26308228,174.263082276,-39.5761716188
"POINT (174.311378165551 -39.5818747921855)",221400,Normanby-Tawhiti,49.49971996,49.49971996,1712620.4712,5617827.62155,-39.58187479,174.31137817,174.311378166,-39.5818747922
"POINT (174.448963185603 -39.5384335871915)",221500,Ohangai,331.77711962,331.77711962,1724514.3304,5622467.6995,-39.53843359,174.44896319,174.448963186,-39.5384335872
"POINT (174.279148802231 -39.5706704580037)",221600,Turuturu,4.33292835,4.33292835,1709870.2323,5619111.0385,-39.57067046,174.2791488,174.279148802,-39.570670458
"POINT (174.276831948568 -39.5821594239007)",221700,King Edward Park,1.08208134,1.08208134,1709653.11675,5617838.7369,-39.58215942,174.27683195,174.276831949,-39.5821594239
"POINT (174.274785119514 -39.6061248186013)",221800,Ramanui,13.59921257,13.59921257,1709439.6073,5615181.36855,-39.60612482,174.27478512,174.27478512,-39.6061248186
"POINT (174.283145123148 -39.5904224880475)",221900,Hawera Central,1.78428964,1.78428964,1710182.21325,5616913.92025,-39.59042249,174.28314512,174.283145123,-39.590422488
"POINT (174.745566951951 -39.6106749358896)",222000,Mangawhio,1368.58484726,1368.58484726,1749848.2072,5613997.0222,-39.61067493,174.74556695,174.745566952,-39.6106749359
"POINT (174.575291670457 -39.7838470104821)",222100,Manutahi-Waitotora,293.22169535,293.22169535,1734892.5633,5595046.43775,-39.78384701,174.57529167,174.57529167,-39.7838470105
"POINT (174.470421196255 -39.7541788437108)",222200,Patea,6.15358793,6.15358793,1725966.17985,5598492.1543,-39.75417884,174.4704212,174.470421196,-39.7541788437
"POINT (175.002980217311 -38.8669624777687)",222300,Otangiwai-Ohura,2011.6970374,2011.6970374,1773773.4966,5696080.09585,-38.86696248,175.00298022,175.002980217,-38.8669624778
"POINT (175.378132241146 -38.8539546797659)",222400,Ngapuke,621.83240892,621.83240892,1806362.0506,5696742.48865,-38.85395468,175.37813224,175.378132241,-38.8539546798
"POINT (175.244676407533 -38.8625476207295)",222500,Taumarunui North,3.59460453,3.59460453,1794756.67645,5696082.06015,-38.86254762,175.24467641,175.244676408,-38.8625476207
"POINT (175.264366047709 -38.8879203056422)",222600,Taumarunui Central,5.53738135,5.53738135,1796395.3284,5693223.81005,-38.88792031,175.26436605,175.264366048,-38.8879203056
